Ticker,Asset_Type,Status,Close,Historical_Return,Return_Period,Div_Yield,EMA20,SMA200,Vol_Ratio,ATR,Suggested_Stop
WEC,Common Stock,FAIL,105.94,43.8,3Y,,107.44,110.01,0.68,1.63,102.68
ZBRA,Common Stock,FAIL,362.74,32.75,3Y,,352.46,257.24,0.68,11.2,340.34
DG,Common Stock,FAIL,133.21,11.7,3Y,,126.11,125.21,0.67,4.16,124.89
ADM,Common Stock,FAIL,84.61,18.58,3Y,,81.69,71.29,0.67,2.88,78.85
CVS,Common Stock,FAIL,96.74,65.34,3Y,,96.21,85.63,0.67,1.8,93.14
CMG,Common Stock,FAIL,36.96,-5.3,3Y,,36.36,34.85,0.67,1.18,34.6
GPC,Common Stock,FAIL,138.08,0.34,3Y,,133.98,117.59,0.67,2.98,132.12
TRMB,Common Stock,FAIL,59.47,11.22,3Y,,58.98,64.81,0.67,1.71,56.05
EPRT,Dividend Asset,FAIL,29.64,41.78,3Y,4.18,30.48,30.78,0.67,0.44,28.76
SLG,Dividend Asset,FAIL,55.56,70.98,3Y,3.62,56.11,45.28,0.67,1.69,52.18
ABNB,Common Stock,FAIL,181.94,27.87,3Y,,180.35,139.41,0.66,4.86,172.22
EXPD,Common Stock,FAIL,188.8,69.22,3Y,,185.97,158.18,0.66,3.33,182.14
FFIV,Common Stock,FAIL,390.47,137.24,3Y,,396.31,327.2,0.66,12.14,366.19
BAX,Common Stock,FAIL,25.83,-29.95,3Y,,25.94,20.33,0.66,0.72,24.39
HBAN,Common Stock,FAIL,17.03,73.4,3Y,,17.11,16.79,0.66,0.35,16.33
CPRT,Common Stock,FAIL,33.72,-25.4,3Y,,32.23,34.45,0.66,1.17,31.38
CFG,Common Stock,FAIL,70.78,181.36,3Y,,70.7,63.31,0.66,1.53,67.72
VTRS,Common Stock,FAIL,16.88,80.29,3Y,,16.64,14.51,0.66,0.42,16.04
PODD,Common Stock,FAIL,147.48,-21.12,3Y,,148.1,210.2,0.66,5.49,136.5
SLB,Common Stock,FAIL,57.51,3.18,3Y,,54.8,48.56,0.66,1.93,53.65
DRI,Common Stock,FAIL,216.88,58.67,3Y,,216.67,199.05,0.65,5.78,205.32
APO,Common Stock,FAIL,133.67,57.71,3Y,,132.73,126.76,0.65,3.64,126.39
TYL,Common Stock,FAIL,364.03,-7.17,3Y,,353.11,357.57,0.65,14.23,335.57
SRE,Common Stock,FAIL,84.04,33.42,3Y,,85.13,90.21,0.65,2.34,79.36
MA,Common Stock,FAIL,579.21,43.29,3Y,,579.9,529.08,0.65,9.86,559.49
WFC,Common Stock,FAIL,89.97,132.94,3Y,,87.02,84.16,0.65,1.73,86.51
TSCO,Common Stock,FAIL,34.99,-15.0,3Y,,34.49,41.28,0.65,0.97,33.05
COF,Common Stock,FAIL,219.6,126.1,3Y,,216.55,206.08,0.65,4.91,209.78
BIIB,Common Stock,FAIL,220.83,-17.07,3Y,,216.38,191.05,0.65,5.64,209.55
FITB,Common Stock,FAIL,54.87,126.95,3Y,,55.29,50.39,0.65,1.07,52.73
CRM,Common Stock,FAIL,259.23,20.59,3Y,,227.52,200.07,0.64,11.46,236.31
IBKR,Common Stock,FAIL,92.62,308.68,3Y,,92.71,78.75,0.64,3.41,85.8
EQIX,Dividend Asset,FAIL,1035.98,43.64,3Y,1.95,1050.61,952.66,0.64,32.65,970.68
DX,Dividend Asset,FAIL,12.9,55.09,3Y,15.81,12.86,12.58,0.64,0.16,12.58
SHW,Common Stock,FAIL,333.71,27.12,3Y,,342.45,332.62,0.63,7.22,319.27
PG,Common Stock,FAIL,146.44,3.96,3Y,,145.56,145.83,0.63,2.22,142.0
GNRC,Common Stock,FAIL,187.35,59.03,3Y,,198.07,208.5,0.63,8.23,170.89
TDY,Common Stock,FAIL,610.65,47.89,3Y,,632.45,613.85,0.63,12.13,586.39
CSCO,Common Stock,FAIL,109.2,106.42,3Y,,111.8,94.24,0.63,2.04,105.12
WBD,Common Stock,FAIL,28.25,142.7,3Y,,28.1,27.29,0.63,0.32,27.61
GLPI,Dividend Asset,FAIL,41.92,6.09,3Y,7.54,42.83,44.57,0.63,0.78,40.36
HST,Dividend Asset,FAIL,22.05,67.53,3Y,7.57,22.65,20.23,0.63,0.41,21.23
PNR,Common Stock,FAIL,60.21,-9.6,3Y,,62.89,85.18,0.62,1.79,56.63
HD,Common Stock,FAIL,321.05,5.79,3Y,,329.18,338.64,0.62,7.29,306.47
SW,Common Stock,FAIL,45.83,19.59,3Y,,47.2,41.68,0.62,1.42,42.99
RMD,Common Stock,FAIL,228.35,52.83,3Y,,228.21,227.18,0.62,6.22,215.91
MCO,Common Stock,FAIL,493.55,49.48,3Y,,496.77,471.09,0.62,12.36,468.83
HR,Dividend Asset,FAIL,19.12,37.17,3Y,5.02,19.4,18.33,0.62,0.28,18.56
LAMR,Dividend Asset,FAIL,150.76,95.15,3Y,4.34,152.62,139.16,0.62,2.52,145.72
GEV,Common Stock,FAIL,941.95,370.61,2Y,,958.41,885.57,0.61,40.1,861.75
PWR,Common Stock,FAIL,624.41,200.13,3Y,,634.29,587.73,0.61,23.56,577.29
NSC,Common Stock,FAIL,329.46,74.57,3Y,,338.88,306.77,0.6,6.78,315.9
DDOG,Common Stock,FAIL,212.93,117.28,3Y,,232.65,176.37,0.6,11.79,189.35
MTD,Common Stock,FAIL,1345.26,10.64,3Y,,1386.16,1319.47,0.6,36.01,1273.24
TDG,Common Stock,FAIL,1162.05,52.89,3Y,,1195.93,1269.36,0.6,23.83,1114.39
AES,Common Stock,FAIL,14.79,-1.76,3Y,,14.74,14.3,0.6,0.05,14.69
BMY,Common Stock,FAIL,66.82,26.9,3Y,,66.18,57.3,0.59,1.51,63.8
XYZ,Common Stock,FAIL,82.76,40.89,3Y,,81.69,68.79,0.59,2.94,76.88
TGT,Common Stock,FAIL,164.44,46.61,3Y,,159.18,120.78,0.59,5.31,153.82
AKAM,Common Stock,FAIL,105.22,0.64,3Y,,110.69,109.58,0.59,4.22,96.78
VEEV,Common Stock,FAIL,275.09,25.13,3Y,,257.22,198.62,0.59,11.8,251.49
CSGP,Common Stock,FAIL,30.91,-62.79,3Y,,31.55,43.73,0.59,1.32,28.27
NHI,Dividend Asset,FAIL,70.88,63.93,3Y,5.19,72.85,77.26,0.59,1.24,68.4
BXMT,Dividend Asset,FAIL,14.2,-13.98,3Y,13.24,14.28,17.57,0.59,0.28,13.64
KDP,Common Stock,FAIL,32.59,7.57,3Y,,31.76,28.84,0.58,0.69,31.21
SOLV,Common Stock,FAIL,91.69,43.02,2Y,,89.38,77.39,0.58,2.0,87.69
DXCM,Common Stock,FAIL,87.9,-12.39,3Y,,88.28,70.9,0.58,2.34,83.22
WDAY,Common Stock,FAIL,195.79,-20.8,3Y,,191.81,160.18,0.57,8.73,178.33
DES,Dividend Asset,FAIL,40.41,50.55,3Y,2.27,40.54,37.24,0.57,0.41,39.59
NUE,Common Stock,FAIL,261.07,60.09,3Y,,256.2,205.32,0.56,9.77,241.53
DLN,Dividend Asset,FAIL,100.83,67.72,3Y,1.73,100.46,92.9,0.56,0.55,99.73
UNP,Common Stock,FAIL,289.62,43.44,3Y,,296.79,257.78,0.55,6.06,277.5
ERIE,Common Stock,FAIL,252.8,-3.89,3Y,,255.49,252.17,0.54,8.57,235.66
WAB,Common Stock,FAIL,282.86,162.28,3Y,,289.26,253.73,0.54,6.32,270.22
ALLE,Common Stock,FAIL,157.12,46.88,3Y,,158.18,150.41,0.54,3.86,149.4
RHP,Dividend Asset,FAIL,123.49,62.19,3Y,3.85,126.41,106.45,0.54,2.96,117.57
DLTR,Common Stock,FAIL,131.42,13.03,3Y,,130.05,117.11,0.53,5.26,120.9
WAT,Common Stock,FAIL,409.38,48.14,3Y,,408.14,360.77,0.53,12.87,383.64
PNW,Common Stock,FAIL,97.52,49.16,3Y,,98.9,97.05,0.52,1.49,94.54
FCX,Common Stock,FAIL,72.73,85.33,3Y,,72.47,60.73,0.52,3.08,66.57
ARES,Common Stock,FAIL,140.15,48.44,3Y,,139.73,131.39,0.51,4.12,131.91
PSR,Dividend Asset,FAIL,102.1,31.68,3Y,2.57,103.84,97.57,0.5,0.7,100.7
ROST,Common Stock,FAIL,230.69,96.6,3Y,,235.42,212.16,0.49,6.23,218.23
TRGP,Common Stock,FAIL,290.05,256.34,3Y,,287.3,236.23,0.49,9.02,272.01
GL,Common Stock,FAIL,174.27,64.21,3Y,,175.44,153.58,0.48,3.59,167.09
RIET,Dividend Asset,FAIL,9.36,21.71,3Y,11.03,9.42,9.11,0.48,0.1,9.16
CVNA,Common Stock,FAIL,74.59,648.29,3Y,,72.18,73.03,0.47,3.48,67.63
ARE,Dividend Asset,FAIL,52.65,-46.93,3Y,6.61,51.5,49.18,0.47,2.02,48.61
RDTE,Dividend Asset,FAIL,27.93,43.48,2Y,42.89,27.95,25.33,0.46,0.28,27.37
MRNA,Common Stock,FAIL,145.55,33.09,3Y,,123.79,54.82,0.45,22.8,99.95
KEYS,Common Stock,FAIL,327.21,143.17,3Y,,325.9,288.51,0.43,12.13,302.95
RDDT,Common Stock,FAIL,154.46,157.3,2Y,,156.64,174.54,0.41,7.51,139.44
MRK,Common Stock,FAIL,150.33,53.36,3Y,,145.5,117.44,0.4,4.88,140.57
ARI,Dividend Asset,FAIL,6.88,36.48,3Y,65.41,6.85,6.69,0.36,0.1,6.68
BEN,Common Stock,PASS,34.73,56.18,3Y,,34.03,28.13,1.58,0.74,33.25
AIPI,Dividend Asset,PASS,37.22,50.32,2Y,34.77,36.38,32.8,1.45,0.54,36.14
HDV,Dividend Asset,PASS,29.4,59.31,3Y,3.35,29.4,26.62,1.43,0.3,28.8
PFG,Common Stock,PASS,116.68,69.81,3Y,,112.15,97.32,1.35,2.68,111.32
DELL,Common Stock,PASS,524.14,707.6,3Y,,465.36,252.82,1.34,29.98,464.18
ELV,Common Stock,PASS,407.5,-4.92,3Y,,399.72,357.42,1.29,8.69,390.12
MU,Common Stock,PASS,1016.59,1362.44,3Y,,944.38,606.34,1.27,46.68,923.23
HIG,Common Stock,PASS,138.37,103.35,3Y,,138.17,135.01,1.24,2.28,133.81
SNDK,Common Stock,PASS,1740.0,2684.0,1Y,,1534.87,1003.97,1.24,109.83,1520.34
VLO,Common Stock,PASS,370.72,202.42,3Y,,346.75,238.0,1.21,9.91,350.9
COWZ,Dividend Asset,PASS,71.3,49.06,3Y,1.91,70.63,63.12,1.2,0.74,69.82
HAL,Common Stock,PASS,37.07,-2.47,3Y,,35.34,34.48,1.18,1.05,34.97
GILD,Common Stock,PASS,151.0,121.74,3Y,,144.85,133.37,1.15,3.7,143.6
GPN,Common Stock,PASS,92.54,-24.48,3Y,,90.73,75.36,1.15,2.55,87.44
SPYI,Dividend Asset,PASS,53.86,56.76,3Y,11.76,53.5,50.16,1.15,0.26,53.34
NWSA,Common Stock,PASS,30.39,46.85,3Y,,30.05,26.17,1.13,0.63,29.13
RSG,Common Stock,PASS,222.71,58.91,3Y,,220.06,214.15,1.11,3.74,215.23
WMB,Common Stock,PASS,74.15,142.3,3Y,,73.54,69.57,1.09,2.17,69.81
SCHD,Dividend Asset,PASS,34.8,57.54,3Y,3.01,34.65,30.83,1.09,0.32,34.16
DIVO,Dividend Asset,PASS,48.39,58.96,3Y,6.21,48.14,45.09,1.08,0.33,47.73
IFF,Common Stock,PASS,86.35,31.37,3Y,,85.04,74.16,1.07,1.95,82.45
GM,Common Stock,PASS,87.76,171.76,3Y,,85.98,79.51,1.05,2.06,83.64
